ID,X,Y
359,27.02704234,90.43554782
360,19.70537981,3.317940595
361,82.1721185,53.24264825
362,42.99214094,71.64973465
363,88.77709543,17.93018438
364,39.11829955,33.65329258
365,76.91143874,18.77129486
366,39.6791517,32.19271832
367,80.85140959,40.38567112
368,75.5077099,54.85662999
369,37.73955448,4.873859278
370,21.6018916,55.27321332
371,79.0407218,27.48114048
372,94.93039118,24.15017417
373,32.75654341,24.31451794
374,67.12643705,15.41594492
375,43.86449826,95.6416361
376,83.35005956,93.56613755
377,76.88542524,81.87144372
378,16.72535455,72.82618478
379,86.19804787,17.58117283
380,98.98721536,36.0370977
381,51.44234565,18.87899726
382,88.42810231,0.119839684
383,58.80260553,31.64195137
384,15.47523487,69.96169864
385,19.98628229,62.52551802
386,40.69548371,54.30621753
387,74.87057182,43.90372034
388,82.55838158,28.74272675
389,78.99630299,50.16591067
390,31.85242454,76.15461857
391,53.40641274,76.24080488
392,8.995067877,57.60559015
393,11.17057442,74.76628376
394,13.62925489,64.5534506
395,67.86523048,12.32195183
396,49.51770191,50.43978601
397,18.9710406,34.72613127
398,49.5005825,9.214768481
399,14.7608222,14.7849468
400,5.497414691,19.81697011
401,85.07126743,67.22702375
402,56.05595274,43.15111829
403,92.96088668,69.44039097
404,69.66672006,25.67845633
405,58.27909652,0.975864989
406,81.53972115,53.22830711
407,87.90139046,27.93919653
408,98.89116161,94.62301535
409,0.052237536,90.64432665
410,86.5438591,39.2684576
411,61.25664695,2.485523384
412,98.99502057,67.14367966
413,52.76800693,83.71706354
414,47.95233852,97.14996383
415,80.13476055,5.693288544
416,22.78429357,45.03238127
417,49.80942912,58.24703017
418,90.08524885,68.66378145
419,57.46612191,71.94327526
420,84.51781851,65.00407519
421,73.8640292,72.69145509
422,58.59870358,37.38476658
423,24.6734526,58.15820832
424,66.64162173,11.61185128
425,8.34828136,5.765436121
426,62.59597852,97.9765224
427,66.09445579,28.48237269
428,72.97518553,59.49742988
429,89.07521163,96.2161031
430,98.23032229,18.57782634
431,76.90290853,19.3039816
432,58.14464879,34.16441046
433,92.83130623,93.28978958
434,58.00903658,39.06675366
435,1.698293834,27.3216708
436,12.08595711,15.19470798
437,86.27107187,39.71088427
438,48.42965112,37.4722467
439,84.48556746,13.1114707
440,20.9405084,43.50407179
441,55.22913415,9.151316721
442,62.98833851,61.4626958
443,3.199101576,1.097909229
444,61.47134191,57.32603833
445,36.24114623,78.9729858
446,4.953257904,23.53667732
447,48.95699892,44.80197135
448,19.25103961,56.93581833
449,12.30837475,6.140144229
450,20.54941709,49.62888856
451,14.65149106,64.23152346
452,18.90721745,22.12657301
453,4.265241091,83.70564455
454,63.51979169,97.10752314
455,28.18668559,84.63728877
456,53.8596678,50.59994559
457,69.51630394,27.88756111
458,49.91160135,74.66172218
459,53.58010558,23.69303841
460,44.51831653,95.73452816
461,12.39322776,62.02600361
462,49.03572935,60.02621455
463,85.29981553,17.26045016
464,87.39274059,9.034673814
465,27.02943323,25.52622026
466,20.84613588,85.85705313
467,56.49795707,91.10670534
468,64.03118252,69.96337672
469,41.70289516,72.5182355
470,20.59755155,22.98860789
471,94.79331213,57.60534563
472,8.20712071,81.0628105
473,10.57094266,40.38433684
474,14.20411219,98.84392672
475,16.64604409,8.999881499
476,62.09586439,32.09410326
477,57.37097648,51.14089388
478,5.207789029,6.060636657
479,93.12013846,72.56879235
480,72.86616817,55.65557486
481,73.78416538,52.93599025
482,6.340450069,82.9982432
483,86.0440563,85.87590341
484,93.4405119,78.90289233
485,98.43983122,31.78330537
486,85.89388167,45.22074538
487,78.55589893,75.222797
488,51.33774186,10.98617058
489,17.76024605,10.97423686
490,39.85894967,26.98836637
491,13.3931251,52.46373454
492,3.088954874,97.2651077
493,93.91417061,71.04086853
494,30.13060646,31.18599451
495,29.55338345,29.14571276
496,33.29362818,85.03573374
497,46.7068187,91.1647424
498,64.81984065,63.92761473
499,2.522818149,25.53702979
500,84.22066124,8.866584003
501,55.9032545,83.82555875
502,85.40999493,58.47186193
503,34.78791943,94.81087354
504,44.60266481,6.102892919
505,5.423948444,58.46413034
506,17.71075338,28.51080857
507,66.2808062,82.77321734
508,33.08289952,19.09864407
509,89.84861378,44.25299622
510,11.81551984,39.34115064
511,98.84179288,82.6573979
512,53.9982099,67.68710934
513,70.69174193,20.76030344
514,99.94916201,31.81047262
515,28.78493448,13.38109854
516,41.45225389,67.14628895
517,46.48399416,57.09910755
518,76.39570785,16.9767066
519,81.82040389,14.76557772
520,10.02215402,47.60797183
521,17.81169539,90.81024165
522,35.96349135,55.21750267
523,5.670468907,3.293989275
524,52.18856737,5.386292644
525,33.58489747,80.50632286
526,17.56690297,45.13748547
527,20.8946674,38.26462296
528,90.5153559,78.96437037
529,67.53911773,36.42868695
530,46.84681999,53.2349935
531,91.21324742,71.1656706
532,10.40115748,87.1476518
533,74.55460737,32.86896117
534,73.62674556,65.01180254
535,56.18614253,97.4836148
536,18.41940975,7.596736129
537,59.72113503,58.70191671
538,29.99369901,41.38864978
539,13.41229328,30.91364265
540,21.26015334,26.38340415
541,89.49416754,75.87662651
542,7.145281279,99.52159811
543,24.24865589,18.65714441
544,5.375439221,78.11452685
545,44.17220571,19.5797981
546,1.328320047,99.23589732
547,89.7191351,80.22615698
548,19.66581914,42.42267099
549,9.337051676,72.88638681
550,30.73668996,49.83535825
551,45.60576668,80.89902672
552,10.16693936,35.65089335
553,99.53897277,7.324343449
554,33.20928335,59.09914553
555,29.73468159,91.01878307
556,6.204522132,19.37659362
557,29.82439719,43.23677915
558,4.63512649,74.91597291
559,50.54281425,3.918448665
560,76.14258867,94.63249898
561,63.10699992,76.36733237
562,8.989165078,55.88205505
563,8.086242313,18.38429445
564,77.72405365,49.7948815
565,90.51347442,51.78456002
566,53.37719518,99.42430106
567,10.9154212,85.48516831
568,82.58088579,96.24039397
569,33.80977188,67.8941009
570,29.3973053,40.35013888
571,74.63134277,93.49790862
572,1.033661834,47.94845456
573,4.844733925,23.17916117
574,66.79161216,39.62902485
575,60.34679838,70.50774751
576,52.61024658,55.85590346
577,72.97094482,75.66307009
578,70.72534853,99.54810586
579,78.13770518,96.24314044
580,28.79769756,53.50671053
581,69.25319864,96.387013
582,55.6669835,11.56258792
583,39.65207926,5.144829323
584,6.159066705,30.43489456
585,78.01755315,58.01918331
586,33.75838641,53.09644523
587,60.78659073,90.12080927
588,74.12540495,54.05504252
589,10.4813242,43.19806109
590,12.78883798,54.26669874
591,54.9540107,71.24148058
592,48.52294086,1.667471294
593,89.04756792,80.09208821
594,79.89602788,14.25093249
595,73.43410837,47.84744729
596,5.133188611,25.68353542
597,7.28852991,36.90916888
598,8.852745967,66.17649134
599,79.83508641,16.96088135
600,94.30081396,27.87840204
601,68.37155724,19.82217945
602,13.20829557,19.50715333
603,72.27245397,32.68396483
604,11.03534806,88.03378604
605,11.74928522,47.1101865
606,64.0717923,40.39693722
607,32.88142148,17.92314764
608,65.38120226,96.89249961
609,74.91314631,40.74557378
610,58.31857315,84.44873965
611,74.0032328,61.53250971
612,23.48269147,37.6611078
613,73.49575417,87.71817493
614,97.05985251,78.48524273
615,86.69302918,46.49542833
616,8.623452986,81.39769268
617,36.64366163,89.84441372
618,36.91988043,42.92385431
619,68.50284727,33.43294196
620,59.79416354,59.66471044
621,78.93639436,90.19908087
622,36.76529184,70.20664494
623,20.60278595,37.74551021
624,8.66665474,73.49559254
625,77.19339171,95.41027865
626,20.56745215,54.28131131
627,38.8271631,54.01058324
628,55.1778532,31.11096396
629,22.8953252,7.123457192
630,64.19406204,18.19804672
631,48.44803724,9.298892687
632,15.18455251,46.34892478
633,78.19319666,0.933251203
634,10.06063224,91.50259117
635,29.40663338,64.27417391
636,23.73730197,0.14190582
637,53.0872257,3.038527249
638,9.149873134,20.84702233
639,40.53154199,45.4966145
640,10.48462471,12.72660333
641,11.22839622,0.864768788
642,78.44278907,72.70796011
643,29.15703179,35.41164661
644,60.35334388,78.04459461
645,96.44226672,43.66566416
646,43.2484994,43.65547824
647,69.47521946,4.921318036
648,75.80992753,4.963190152
649,43.26423261,9.110017541
650,65.54980398,59.40370314
651,10.97550507,24.10840552
652,93.37598484,84.1369102
653,18.74608064,85.72127641
654,26.61788389,96.3612201
655,79.78302602,48.88997862
656,48.76037754,22.03101006
657,76.89582641,22.62086408
658,39.60067452,53.67878045
659,27.29387941,76.21097092
660,3.723463407,34.75671504
661,67.32949141,46.12317594
662,42.95644593,63.93237622
663,45.17392349,91.73360409
664,60.98571693,16.15725739
665,5.940329686,71.56354042
666,31.58114383,57.77388762
667,77.27221309,43.32989772
668,69.6432989,88.42427826
669,12.53321811,39.30517554
670,13.01514504,17.89751526
671,9.235233872,63.33335803
672,0.782029357,62.40005543
673,42.31093852,32.7941597
674,65.55731749,80.2965316
675,72.29225247,99.94778586
676,53.12092936,98.09781609
677,10.88179383,12.70369422
678,63.17663735,23.2240146
679,12.64998653,2.363246666
680,13.43033043,60.74326104
681,9.859409271,11.08093213
682,14.20272484,40.74595079
683,16.82512985,88.40768067
684,19.62489223,54.81327775
685,31.74797751,36.90030767
686,31.64289991,20.83459828
687,21.75633094,44.09432765
688,25.1041846,95.61961522
689,89.29224053,12.40259166
690,70.32232246,47.07632459
691,55.57379427,85.68963278
692,18.44336678,4.339047157
693,21.20308425,69.16251452
694,7.734680811,97.89854667
695,91.38004108,28.32678985
696,70.67152177,13.37805
697,55.77889668,68.52796844
698,31.34289899,90.94545557
699,16.62035629,61.08689824
700,62.24972593,89.99827964
701,98.7934735,19.34337519
702,17.04320231,75.44245815
703,25.77922506,34.62607167
704,39.67993186,41.86254143
705,7.399476958,15.57198304
706,68.4096067,81.90005839
707,40.23883327,62.49235278
708,98.28352014,73.85604216
709,40.21839852,80.51124207
710,62.06719472,6.722265756
711,15.43698055,95.07903165
712,38.13452044,49.7577011
713,16.11339718,75.51459047
714,75.81124313,74.24050707
715,87.11111219,83.11295757
716,35.07767449,15.65018468
717,68.55357087,45.73087206
718,29.41486338,61.81004961
719,53.06293039,93.2183355
720,83.24233863,83.50882356
721,59.74901919,89.54235163
722,33.53113307,58.25185247
723,29.92250233,58.27468064
724,45.25925416,85.4925939
725,42.26456532,3.486570005
726,35.9606318,88.54200955
727,55.83191999,40.77308114
728,74.25453657,3.638203045
729,42.43347836,74.61479427
730,42.93557886,15.48287708
731,12.48727587,14.39083287
732,2.443401605,60.59590533
733,29.01852651,25.44808441
734,31.75205829,32.4154205
735,65.3690134,40.17909178
736,95.69359241,40.63733214
737,93.57308728,38.61911386
738,45.78863339,60.98018238
739,24.04783968,16.68907227
740,76.38979443,18.80920732
741,75.93273831,9.462886986
742,74.0648065,32.31862728
743,74.36883415,76.95969293
744,10.59204167,23.41180025
745,68.15604305,74.03654696
746,46.32605786,69.28184138
747,21.21632053,82.40782134
748,9.851873769,82.79775491
749,82.35744739,29.3367934
750,17.50097374,30.93692424
751,16.35699098,52.30297984
752,66.59872164,32.52989925
753,89.43893754,83.18425105
754,51.65582084,81.02947907
755,70.2702307,55.69982613
756,15.35903766,26.29640337
757,95.34570699,68.05662023
758,54.08840812,23.36531454
759,67.97338982,45.64253646
760,3.656301805,38.45668945
761,80.92038513,53.86014387
762,74.86188718,99.1703721
763,12.0187018,75.52204017
764,52.50451648,98.04548494
765,32.58336288,23.47826407
766,54.64494399,52.85590886
767,39.88807524,5.143605357
768,41.50933866,75.6875471
769,18.07377603,60.19797663
770,25.53867405,85.71687091
771,2.053577466,98.82771393
772,92.36756126,92.94844724
773,65.3699889,40.95149334
774,93.2613572,0.034146222
775,16.35123685,54.08783228
776,92.10972559,20.7730622
777,79.46578854,21.92835882
778,57.73941967,32.58062627
779,44.00355958,9.594941661
780,25.76137367,74.75336617
781,75.19463939,74.85089574
782,22.86694821,54.32994331
783,6.418708739,33.81323165
784,76.73295108,83.23336616
785,67.12021854,55.2572178
786,71.52125148,95.7543117
787,64.20608284,89.28333193
788,41.90482936,35.65036171
789,39.07620822,54.6401893
790,81.61401029,34.66817513
791,31.74278637,62.28027907
792,81.45397729,79.66246853
793,78.90735149,74.58749015
794,85.22638903,12.55362314
795,50.56366176,82.23940068
796,63.56613889,2.515050143
797,95.08944154,41.44288809
798,44.3964155,73.1407468
799,6.001881978,78.13740003
800,86.6749897,36.72859151
